query,source,author,title,description,content,url,published_at
fake news,The New York Times,By Gaya Gupta,Thursday Briefing: Ukraine Reshuffles its Government,"Plus, Daniel Dae Kim takes a risk.","Plus, Daniel Dae Kim takes a risk.",https://www.nytimes.com/2024/09/04/briefing/ukraine-russia-disinformation-grenfell.html,2024-09-04T20:46:32Z
fake news,The New York Times,By Sarah Bahr,Watching Movies Like It’s 1999,"A multimedia Culture desk series, “Class of 1999,” revisits a group of mold-breaking, star-studded films released that year.","A multimedia Culture desk series, “Class of 1999,” revisits a group of mold-breaking, star-studded films released that year.",https://www.nytimes.com/2024/09/04/insider/1999-movies.html,2024-09-04T21:00:10Z
fake news,The New York Times,By Matthew Cullen,Four People Were Killed in a School Shooting in Georgia,"Also, Zelensky is preparing to shake up his cabinet. Here’s the latest at the end of Wednesday.","Also, Zelensky is preparing to shake up his cabinet. Here’s the latest at the end of Wednesday.",https://www.nytimes.com/2024/09/04/briefing/georgia-school-shooting-ukraine-cabinet-changes.html,2024-09-04T21:37:49Z
fake news,The New York Times,By Genevieve Glatsky,"Venezuelan and Proxy Forces Linked to at Least 6 Protester Deaths, Rights Group Says",A Human Rights Watch report marks the first effort by a major international organization to verify some of the two-dozen reported deaths in protests since Venezuela’s disputed presidential election.,A Human Rights Watch report marks the first effort by a major international organization to verify some of the two-dozen reported deaths in protests since Venezuela’s disputed presidential election.,https://www.nytimes.com/2024/09/04/world/americas/venezuelan-government-violence-human-rights.html,2024-09-04T21:50:45Z
fake news,The New York Times,By Natasha Frost,Thursday Briefing,Here’s what you need to know.,Here’s what you need to know.,https://www.nytimes.com/2024/09/05/briefing/election-interference-ukraine-grenfell.html,2024-09-05T04:47:31Z
fake news,The New York Times,By Sui-Lee Wee and Sun Narin,Cambodia Arrests Journalist Known for Exposing Scam Centers,The charge of incitement came after the United States punished a tycoon for what it said was his role in the scam compounds.,The charge of incitement came after the United States punished a tycoon for what it said was his role in the scam compounds.,https://www.nytimes.com/2024/10/01/world/asia/cambodia-journalist-mech-dara-arrest.html,2024-10-01T07:38:16Z
fake news,The New York Times,"By David Brooks, Ross Douthat, Tressie McMillan Cottom and Pamela Paul",‘There’s a Trap Here’: Four Columnists Brace for the Vance-Walz Debate,"With Harris and Trump locked in a tight race, will the vice-presidential debate do anything to help or hurt either ticket?","With Harris and Trump locked in a tight race, will the vice-presidential debate do anything to help or hurt either ticket?",https://www.nytimes.com/2024/10/01/opinion/jd-vance-tim-walz-debate.html,2024-10-01T09:03:30Z
fake news,The New York Times,,"Trump Insults Harris’s Mental Fitness, Adding to Questions About His Own",Readers condemn the former president’s attacks and cite examples of his  incoherence and unfitness. Also: Jimmy Carter at 100; Christian women; the Oakland A’s.,Readers condemn the former president’s attacks and cite examples of his  incoherence and unfitness. Also: Jimmy Carter at 100; Christian women; the Oakland A’s.,https://www.nytimes.com/2024/10/01/opinion/donald-trump-kamala-harris-mental-fitness.html,2024-10-01T16:18:03Z
fake news,The New York Times,By Mark Landler and Stephen Castle,‘Nothing Left to Lose’: Why Are Britain’s Conservatives So Upbeat?,"At its annual convention in Birmingham, the party is energized by a leadership contest and seems largely undisturbed by broader questions over its electability.","At its annual convention in Birmingham, the party is energized by a leadership contest and seems largely undisturbed by broader questions over its electability.",https://www.nytimes.com/2024/10/02/world/europe/uk-conservative-party-conference.html,2024-10-02T04:00:17Z
fake news,The New York Times,By James Barron,Is R.T.O. Finally a Reality?,"There are some signs of resurging office attendance since Labor Day, and some companies are demanding that workers show up five days a week.","There are some signs of resurging office attendance since Labor Day, and some companies are demanding that workers show up five days a week.",https://www.nytimes.com/2024/10/02/nyregion/rto-offices-manhattan.html,2024-10-02T09:02:34Z
fake news,The New York Times,By Sameer Yasir,"Missing Out on Coldplay’s India Tickets, Some Fans Vented — Even to Police","When 13 million people tried to buy tickets for the band’s Mumbai shows, the ticketing site crashed. Many who came up short cried foul, both online and to the authorities.","When 13 million people tried to buy tickets for the band’s Mumbai shows, the ticketing site crashed. Many who came up short cried foul, both online and to the authorities.",https://www.nytimes.com/2024/10/02/world/asia/india-coldplay-tickets.html,2024-10-02T13:52:13Z
fake news,The New York Times,,Read the Special Counsel’s Newly Unsealed Evidence Against Trump,"A sprawling legal brief by the special counsel, Jack Smith, lays out his case for why former President Donald J. Trump is not immune from prosecution on federal charges of plotting to overturn the 2020 election. It adds new details of how Mr. Trump tried to cling to power.","A sprawling legal brief by the special counsel, Jack Smith, lays out his case for why former President Donald J. Trump is not immune from prosecution on federal charges of plotting to overturn the 2020 election. It adds new details of how Mr. Trump tried to cling to power.",https://www.nytimes.com/interactive/2024/10/02/us/trump-j6-sco-immunity-brief.html,2024-10-02T21:14:50Z
fake news,The New York Times,By Dave Itzkoff,‘Saturday Night Live’: 11 Defining Political Sketches,"Since the 1970s, the late-night institution has offered up definitive impersonations of American presidents and other politicians. Here are its most memorable political sketches.","Since the 1970s, the late-night institution has offered up definitive impersonations of American presidents and other politicians. Here are its most memorable political sketches.",https://www.nytimes.com/2024/10/03/arts/television/saturday-night-live-politics.html,2024-10-03T09:06:01Z
fake news,The New York Times,By Ezra Klein,The Economy Is at a Hinge Moment,The economist Jason Furman discusses the economic fights that the next presidential administration will face.,The economist Jason Furman discusses the economic fights that the next presidential administration will face.,https://www.nytimes.com/2024/10/04/opinion/ezra-klein-podcast-jason-furman.html,2024-10-04T09:04:04Z
fake news,The New York Times,By Michelle Cottle,"Federal Cover-Ups, Fake Children and Facebook Cons: The Week in Political Nonsense","Here’s a look at the latest misdeeds, outrageous statements and bizarre behavior, a month away from Election Day.","Here’s a look at the latest misdeeds, outrageous statements and bizarre behavior, a month away from Election Day.",https://www.nytimes.com/live/2024/10/02/opinion/thepoint/politics-democrats-republicans,2024-10-04T09:05:09Z
fake news,The New York Times,By Michael Gold and Adam Nagourney,Trump Assails Liz Cheney and Imagines Guns ‘Shooting at Her’,"Vice President Kamala Harris said that anyone who uses “that kind of violent rhetoric is clearly disqualified, and unqualified, to be president.”","Vice President Kamala Harris said that anyone who uses “that kind of violent rhetoric is clearly disqualified, and unqualified, to be president.”",https://www.nytimes.com/2024/11/01/us/politics/trump-liz-cheney-tucker-carlson.html,2024-11-01T06:45:05Z
fake news,The New York Times,"By Terry Parris Jr., Caroline Bauman and Erica Meltzer",How Teens Are Handling a Flood of Election Misinformation,Teens share their best advice for spotting misinformation and staying sharp during a turbulent election season.,Teens share their best advice for spotting misinformation and staying sharp during a turbulent election season.,https://www.nytimes.com/2024/11/01/headway/teen-2024-election-misinformation-disinformation-tips.html,2024-11-01T09:03:09Z
fake news,The New York Times,"By Julian E. Barnes, Steven Lee Myers and Arijeta Lajka",U.S. Spy Agencies Issue New Warning on Russia’s Election Misinformation Campaign,Three recent videos have sought to undermine confidence in the security of the vote.,Three recent videos have sought to undermine confidence in the security of the vote.,https://www.nytimes.com/2024/11/01/us/politics/russia-election-misinformation.html,2024-11-01T17:03:39Z
fake news,The New York Times,By Jim Rutenberg and Alan Feuer,"Trump, Preparing to Challenge the Results, Puts His 2020 Playbook Into Action","Step by step, Donald J. Trump and his allies are following the strategies that caused chaos four years ago. Election officials say they are ready this time.","Step by step, Donald J. Trump and his allies are following the strategies that caused chaos four years ago. Election officials say they are ready this time.",https://www.nytimes.com/2024/11/02/us/politics/trump-kamala-harris-campaign.html,2024-11-02T09:04:35Z
fake news,The New York Times,By Maureen Dowd,All the Demons Are Here,Trump goes out on a low note — not surprisingly.,Trump goes out on a low note — not surprisingly.,https://www.nytimes.com/2024/11/02/opinion/trump-madison-square-garden-private-life.html,2024-11-02T11:00:12Z
fake news,The New York Times,By Ian Prasad Philbrick,What a Trump Rally Showed Me That Videos Never Could,"At Donald J. Trump’s rally at Madison Square Garden on Sunday, a Times reporter saw a more complete picture of the people who fuel his political movement.","At Donald J. Trump’s rally at Madison Square Garden on Sunday, a Times reporter saw a more complete picture of the people who fuel his political movement.",https://www.nytimes.com/2024/11/02/insider/trump-rally-crowd-msg.html,2024-11-02T16:00:06Z
fake news,The New York Times,By Andrew Higgins,An ‘Interview’ With a Dead Luminary Exposes the Pitfalls of A.I.,A radio station in Poland fired its on-air talent and brought in A.I.-generated presenters. An outcry over a purported chat with a Nobel laureate quickly ended that experiment.,A radio station in Poland fired its on-air talent and brought in A.I.-generated presenters. An outcry over a purported chat with a Nobel laureate quickly ended that experiment.,https://www.nytimes.com/2024/11/03/world/europe/poland-radio-station-ai.html,2024-11-03T04:01:13Z
